date_cases,college,cases,Party,State,Masks Required?,Initial Mask Requirement Date
2020-10-22,Hawaii Pacific University,1.0,Democratic,Hawaii,Entire State,4/20/2020
2020-10-22,Kapiolani Community College,3.0,Democratic,Hawaii,Entire State,4/20/2020
2020-10-22,Leeward Community College,3.0,Democratic,Hawaii,Entire State,4/20/2020
2020-10-22,University of Hawaii Maui College,1.0,Democratic,Hawaii,Entire State,4/20/2020
2020-10-22,University of Hawaii at Hilo,3.0,Democratic,Hawaii,Entire State,4/20/2020
2020-10-22,University of Hawaii at Manoa,23.0,Democratic,Hawaii,Entire State,4/20/2020
2020-10-22,University of Hawaii-West Oahu,0.0,Democratic,Hawaii,Entire State,4/20/2020
2020-10-22,Boise State University,507.0,Republican,Idaho,Parts of State,
2020-10-22,Brigham Young University-Idaho,119.0,Republican,Idaho,Parts of State,
2020-10-22,College of Idaho ,43.0,Republican,Idaho,Parts of State,
2020-10-22,College of Southern Idaho,107.0,Republican,Idaho,Parts of State,
2020-10-22,Idaho State University,285.0,Republican,Idaho,Parts of State,
2020-10-22,Lewis-Clark State College,34.0,Republican,Idaho,Parts of State,
2020-10-22,North Idaho College,38.0,Republican,Idaho,Parts of State,
2020-10-22,Northwest Nazarene University,37.0,Republican,Idaho,Parts of State,
2020-10-22,University of Idaho,424.0,Republican,Idaho,Parts of State,
2020-10-22,Augustana College,23.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Aurora University,51.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Benedictine University,7.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Blackburn College,,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Bradley University,351.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Chicago State University,21.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Columbia College Chicago,3.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Concordia University Chicago,4.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,DePaul University,12.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Dominican University,41.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Eastern Illinois University,357.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Elmhurst University,34.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Eureka College,23.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Governors State University,18.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Greenville University,34.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Illinois College,8.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Illinois Institute of Technology,60.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Illinois State University,1438.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Illinois Wesleyan University,131.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Kaskaskia College,44.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Knox College,24.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Lake Forest College,7.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Lake Land College,41.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Lewis University,58.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Loyola University Chicago,19.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,McKendree University,100.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Midwestern University at Downers Grove,49.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Millikin University,59.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Monmouth College,29.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Moody Bible Institute,11.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,North Central College,39.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,North Park University,69.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Northeastern Illinois University,66.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Northern Illinois University ,340.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Northwestern University,170.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Olivet Nazarene University,23.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Parkland College,76.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Principia College,3.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Quincy University,129.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Rockford University,54.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Saint Xavier University,42.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,School of the Art Institute of Chicago,10.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Southeastern Illinois College,11.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Southern Illinois University Carbondale,108.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Southern Illinois University Edwardsville,140.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Southwestern Illinois College,,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,University of Chicago,142.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,University of Illinois Springfield,67.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,University of Illinois Urbana-Champaign,2802.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,University of Illinois at Chicago,232.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Western Illinois University,170.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Wheaton College,4.0,Democratic,Illinois,Entire State,5/1/2020
2020-10-22,Anderson University,8.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Ball State University,1087.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Butler University,165.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,DePauw University,23.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Earlham College,14.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Franklin College,38.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Goshen College,46.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Hanover College,,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Indiana State University,99.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Indiana University Bloomington,3139.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Indiana University East,19.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Indiana University Kokomo,14.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Indiana University Northwest,6.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Indiana University South Bend,15.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Indiana University Southeast,9.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Indiana University-Purdue University Indianapolis,105.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Manchester University,12.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Marian University,64.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Oakland City University,2.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Purdue University,1376.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Purdue University - Purdue Polytechnic Anderson,,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Purdue University - Purdue Polytechnic Columbus,,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Purdue University - Purdue Polytechnic Indianapolis,,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Purdue University - Purdue Polytechnic Kokomo,,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Purdue University - Purdue Polytechnic Lafayette,,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Purdue University - Purdue Polytechnic New Albany,,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Purdue University - Purdue Polytechnic Richmond,,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Purdue University - Purdue Polytechnic South Bend,,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Purdue University - Purdue Polytechnic Vincennes,,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Purdue University Fort Wayne,80.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Purdue University Northwest,78.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Rose-Hulman Institute of Technology,51.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Saint Mary's College,53.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Taylor University,29.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Trine University,109.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,University of Evansville,79.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,University of Indianapolis,99.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,University of Notre Dame,949.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,University of Southern Indiana,299.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Valparaiso University,41.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Vincennes University,12.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Wabash College,14.0,Republican,Indiana,Entire State,7/27/2020
2020-10-22,Buena Vista University,43.0,Republican,Iowa,Parts of State,
2020-10-22,Central College,30.0,Republican,Iowa,Parts of State,
2020-10-22,Clarke University,55.0,Republican,Iowa,Parts of State,
2020-10-22,Coe College,36.0,Republican,Iowa,Parts of State,
2020-10-22,Cornell College,7.0,Republican,Iowa,Parts of State,
2020-10-22,Dordt University,28.0,Republican,Iowa,Parts of State,
2020-10-22,Drake University,14.0,Republican,Iowa,Parts of State,
2020-10-22,Eastern Iowa Community College District,60.0,Republican,Iowa,Parts of State,
2020-10-22,Ellsworth Community College,32.0,Republican,Iowa,Parts of State,
2020-10-22,Graceland University,37.0,Republican,Iowa,Parts of State,
2020-10-22,Grand View University,67.0,Republican,Iowa,Parts of State,
2020-10-22,Grinnell College,10.0,Republican,Iowa,Parts of State,
2020-10-22,Hawkeye Community College,101.0,Republican,Iowa,Parts of State,
2020-10-22,Iowa State University,1399.0,Republican,Iowa,Parts of State,
2020-10-22,Iowa Wesleyan University,123.0,Republican,Iowa,Parts of State,
2020-10-22,Loras College,,Republican,Iowa,Parts of State,
2020-10-22,Luther College,7.0,Republican,Iowa,Parts of State,
2020-10-22,Marshalltown Community College,9.0,Republican,Iowa,Parts of State,
2020-10-22,Morningside College,140.0,Republican,Iowa,Parts of State,
2020-10-22,Northwestern College,78.0,Republican,Iowa,Parts of State,
2020-10-22,Saint Ambrose University,31.0,Republican,Iowa,Parts of State,
2020-10-22,Simpson College,36.0,Republican,Iowa,Parts of State,
2020-10-22,University of Dubuque,50.0,Republican,Iowa,Parts of State,
2020-10-22,University of Iowa,2143.0,Republican,Iowa,Parts of State,
2020-10-22,University of Northern Iowa,202.0,Republican,Iowa,Parts of State,
2020-10-22,Upper Iowa University,65.0,Republican,Iowa,Parts of State,
2020-10-22,Wartburg College,69.0,Republican,Iowa,Parts of State,
2020-10-22,William Penn University,30.0,Republican,Iowa,Parts of State,
2020-10-22,Allen County Community College,16.0,Democratic,Kansas,Parts of State,
2020-10-22,Baker University,77.0,Democratic,Kansas,Parts of State,
2020-10-22,Benedictine College,114.0,Democratic,Kansas,Parts of State,
2020-10-22,Bethel College,127.0,Democratic,Kansas,Parts of State,
2020-10-22,Butler Community College,95.0,Democratic,Kansas,Parts of State,
2020-10-22,Central Christian College,10.0,Democratic,Kansas,Parts of State,
2020-10-22,Dodge City Community College,13.0,Democratic,Kansas,Parts of State,
2020-10-22,Emporia State University,76.0,Democratic,Kansas,Parts of State,
2020-10-22,Fort Hays State University,292.0,Democratic,Kansas,Parts of State,
2020-10-22,Haskell Indian Nations University,,Democratic,Kansas,Parts of State,
2020-10-22,Hesston College,7.0,Democratic,Kansas,Parts of State,
2020-10-22,Hutchinson Community College,21.0,Democratic,Kansas,Parts of State,
2020-10-22,Johnson County Community College,94.0,Democratic,Kansas,Parts of State,
2020-10-22,Kansas State University,888.0,Democratic,Kansas,Parts of State,
2020-10-22,Kansas Wesleyan University,27.0,Democratic,Kansas,Parts of State,
2020-10-22,Labette Community College,5.0,Democratic,Kansas,Parts of State,
2020-10-22,Newman University,29.0,Democratic,Kansas,Parts of State,
2020-10-22,Pittsburg State University,181.0,Democratic,Kansas,Parts of State,
2020-10-22,Southwestern College,57.0,Democratic,Kansas,Parts of State,
2020-10-22,Sterling College,5.0,Democratic,Kansas,Parts of State,
2020-10-22,University of Kansas,1093.0,Democratic,Kansas,Parts of State,
2020-10-22,Washburn University,84.0,Democratic,Kansas,Parts of State,
2020-10-22,Wichita State University,62.0,Democratic,Kansas,Parts of State,
2020-10-22,Alice Lloyd College,75.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Asbury Theological Seminary,5.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Asbury University,7.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Ashland Community and Technical College,4.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Beckfield College,1.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Bellarmine University,130.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Berea College ,7.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Big Sandy Community and Technical College,5.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Bluegrass Community and Technical College,114.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Campbellsville University,35.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Centre College,22.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Clear Creek Baptist Bible College,3.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Eastern Kentucky University,242.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Elizabethtown Community and Technical College,22.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Frontier Nursing University,1.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Galen College of Nursing-Louisville,3.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Gateway Community and Technical College,7.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Georgetown College,28.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Hazard Community and Technical College,7.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Henderson Community College,21.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Hopkinsville Community College,13.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Jefferson Community and Technical College,55.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Kentucky Christian University,1.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Kentucky State University,104.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Kentucky Wesleyan College,21.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Lexington Healing Arts Academy,1.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Lexington Theological Seminary,1.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Lindsey Wilson College,46.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Madisonville Community College,15.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Maysville Community and Technical College,5.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,MedQuest College,5.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Midway University,24.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Morehead State University,84.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Murray State University,282.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Northern Kentucky University,39.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Owensboro Community and Technical College,10.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Paul Mitchell the School-Lexington,3.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Somerset Community College,18.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Southcentral Kentucky Community and Technical College,47.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Southeast Kentucky Community and Technical College,7.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Spalding University,6.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Sullivan University,7.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,The Southern Baptist Theological Seminary,1.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Thomas More University,73.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Transylvania University,82.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Union College,47.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,University of Kentucky,2264.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,University of Louisville,715.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,University of Pikeville,108.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,University of the Cumberlands,82.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,West Kentucky Community and Technical College,17.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Western Kentucky University,755.0,Democratic,Kentucky,Entire State,7/10/2020
2020-10-22,Centenary College of Louisiana,37.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Grambling State University,33.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Louisiana College,,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Louisiana State University,1146.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Louisiana State University Alexandria,54.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,"Louisiana State University Health Sciences Center, New Orleans",278.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,"Louisiana State University Health Sciences Center, Shreveport",1.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,"Louisiana State University, Shreveport",25.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Louisiana Tech University,423.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Loyola University New Orleans,71.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,McNeese State University,,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Nicholls State University,137.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Northwestern State University of Louisiana,288.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Southeastern Louisiana University,131.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Southern University Law Center,8.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Southern University and A&M College,118.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Southern University at New Orleans,15.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Tulane University of Louisiana,734.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,University of Louisiana Monroe,163.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,University of Louisiana at Lafayette,140.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,University of New Orleans,47.0,Democratic,Louisiana,Entire State,7/13/2020
2020-10-22,Bates College,5.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,Bowdoin College,3.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,Colby College,12.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,Husson University,2.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,Maine Maritime Academy,4.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,Saint Joseph's College of Maine,11.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,Thomas College,0.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,University of Maine,8.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,University of Maine Farmington,1.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,University of Maine at Augusta,2.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,University of Maine at Fort Kent,2.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,University of Maine at Machias,0.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,University of Maine at Presque Isle,0.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,University of New England,17.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,University of Southern Maine,5.0,Democratic,Maine,Entire State,5/1/2020
2020-10-22,Bowie State University,46.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,Coppin State University,8.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,Frostburg State University,70.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,Goucher College,0.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,Hood College,20.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,Johns Hopkins University,403.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,Loyola University Maryland,,Republican,Maryland,Entire State,4/18/2020
2020-10-22,McDaniel College,16.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,Morgan State University,15.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,Mount St. Mary's University,24.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,Notre Dame of Maryland University,6.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,Salisbury University,446.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,St. Mary's College of Maryland,24.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,Stevenson University,45.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,Towson University,491.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,United States Naval Academy,8.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,University of Baltimore,,Republican,Maryland,Entire State,4/18/2020
2020-10-22,University of Maryland Eastern Shore,35.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,"University of Maryland, Baltimore",1.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,"University of Maryland, Baltimore County",36.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,"University of Maryland, College Park",775.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,Washington College,14.0,Republican,Maryland,Entire State,4/18/2020
2020-10-22,American International College,8.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Amherst College,5.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Anna Maria College,9.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Assumption College,5.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Babson College,13.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Bay Path University,3.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Becker College,0.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Bentley University,14.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Boston College,222.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Boston University,183.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Brandeis University,19.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Bridgewater State University,8.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Clark University,8.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,College of Our Lady of the Elms,2.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,College of the Holy Cross,21.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Curry College,56.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Dean College,,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Eastern Nazarene College,9.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Emerson College,20.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Emmanuel College,4.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Endicott College,11.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Fitchburg State University,6.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Framingham State University,21.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Franklin W Olin College of Engineering,1.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Gordon College,6.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Hampshire College,0.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Harvard University,93.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Hebrew College,1.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Lasell University,6.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Lesley University,0.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Massachusetts College of Art and Design,0.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Massachusetts College of Liberal Arts,3.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Massachusetts College of Pharmacy and Health Sciences,20.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Massachusetts Institute of Technology,58.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Massachusetts Maritime Academy,1.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Merrimack College,123.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Mount Holyoke College,3.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Nichols College,5.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Northeastern University,133.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Pine Manor College,,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Regis College,1.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Salem State University,4.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Simmons University,2.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Smith College,2.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Springfield College,5.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Stonehill College,8.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Suffolk University,23.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Tufts University,42.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,University of Massachusetts Amherst,156.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,University of Massachusetts Boston,24.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,University of Massachusetts Dartmouth,29.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,University of Massachusetts Lowell,2.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,University of Massachusetts Medical School,16.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Wellesley College,3.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Wentworth Institute of Technology,11.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Western New England University,9.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Westfield State University,5.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Wheaton College,3.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Williams College,6.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Worcester Polytechnic Institute,16.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Worcester State University,0.0,Republican,Massachusetts,Entire State,5/6/2020
2020-10-22,Adrian College,268.0,Democratic,Michigan,Entire State,4/26/2020
2020-10-22,Albion College,24.0,Democratic,Michigan,Entire State,4/26/2020
2020-10-22,Alma College,34.0,Democratic,Michigan,Entire State,4/26/2020
2020-10-22,Alpena Community College,4.0,Democratic,Michigan,Entire State,4/26/2020
2020-10-22,Andrews University,22.0,Democratic,Michigan,Entire State,4/26/2020
2020-10-22,Aquinas College,25.0,Democratic,Michigan,Entire State,4/26/2020
